Selected,LoanNr_ChkDgt,Name,Zip,ICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,daysterm,xx,Default
0,3010635000,GAVELLO-MANN ENTERPRISES INC,94514,531210,17611,2008,84,4,1,0,4,0,1,Y,N,,17713,34520,0,P I F,0,10000,5000,0,0,0.5,2520,20233,0
1,3011376003,GOLDMINE INVESTMENTS,90703,531311,17441,2008,70,2,1,1,2,1,1,Y,N,17938,17470,51400,0,CHGOFF,47461,50000,25000,0,0,0.5,2100,19570,1
0,3013675007,ORSON ERICKTON INK,91321,532490,17615,2008,84,2,1,0,2,0,1,Y,N,,17622,34433,0,P I F,0,12000,6000,0,0,0.5,2520,20142,0
0,3020216003,EDWARD EREDIA INVESTMENTS,91732,531390,17449,2008,51,4,1,0,4,1,1,Y,N,18491,17470,70000,0,CHGOFF,29181,30000,15000,0,0,0.5,1530,19000,1
0,3021506009,CALIFORNIA COASTAL REAL ESTATE,93401,531210,17450,2008,12,4,2,0,4,1,2,Y,N,,17470,47499,0,P I F,0,25000,12500,1,0,0.5,360,17830,0
1,3021596003,ANZA PROPERTIES LLC,94044,531311,17450,2008,53,3,1,0,3,1,1,Y,N,18438,17470,75873,0,CHGOFF,28835,30000,15000,0,0,0.5,1590,19060,1
1,3021634010,"KTU&A, A CALIF CORP",92103,531190,14416,1999,240,34,1,10,34,1,1,N,N,,14712,523000,0,P I F,0,588000,588000,0,1,1,7200,21912,0
0,3021666000,T&R AND ASSOCIATES INC,93004,531390,17450,2008,84,1,1,0,1,1,1,Y,N,,17470,148180,0,P I F,0,50000,25000,0,0,0.5,2520,19990,0
1,3022424008,M&M REALTY INC/ N.VALLEY FINAN,95132,531210,14416,1999,240,10,1,0,10,15710,1,N,N,,14593,1000000,0,P I F,0,1000000,1000000,0,1,1,7200,21793,0
0,3022946003,FOOTHILL MORTGAGE CORPORATION,95126,531210,17451,2008,61,2,1,3,2,1,1,Y,N,18389,17500,238500,0,CHGOFF,99000,100000,50000,0,0,0.5,1830,19330,1
1,3028956007,"GRAND MOTORS, INC.",92844,532111,17456,2008,84,20,1,0,20,1,1,Y,N,,17470,98653,0,P I F,0,50000,25000,0,0,0.5,2520,19990,0
1,3029336000,CARY B ZEBROWSKI,90254,531210,17457,2008,240,3,1,4,0,1,1,0,N,,17575,675000,0,P I F,0,675000,675000,0,1,1,7200,24775,0
0,3030176008,MIRAGE LOANS & INVESTMENTS,91436,531311,17457,2008,84,3,1,2,5,1,1,Y,N,,17470,129972,0,P I F,0,50000,25000,0,0,0.5,2520,19990,0
0,3044996008,NOW ON DVD,90745,532230,17469,2008,59,5,1,0,5,1,1,Y,N,18327,17470,175524,0,CHGOFF,49915,50000,25000,0,0,0.5,1770,19240,1
0,3050036009,WAGNER OF SWITZERLAND,90501,532299,17471,2008,25,3,1,1,4,1,1,Y,N,19338,17531,117103,0,CHGOFF,28821,50000,25000,0,0,0.5,750,18281,1
0,3050705002,Vincent Uy,91789,532230,17638,2008,25,1,2,0,1,0,1,N,N,19593,17652,20000,0,CHGOFF,9481,20000,17000,1,0,0.85,750,18402,1
1,3053985000,Golden Key Escrow Company,91041,531390,17640,2008,62,3,2,0,3,0,1,T,N,18401,17683,15000,0,CHGOFF,10000,10000,5000,1,0,0.5,1860,19543,1
1,3060466002,MIGUEL FLORES AND JOSE RUVALCA,91723,531210,17479,2008,240,20,1,10,0,1,1,0,N,,17547,201000,0,P I F,0,201000,201000,0,1,1,7200,24747,0
0,3063924001,EXECUTIVE SUITE,94086,531190,14439,1999,120,3,1,1,3,1,1,0,N,,14456,36000,0,P I F,0,36000,28800,0,0,0.8,3600,18056,0
1,3067835002,PCRN PROPERTIES LLC,92037,531311,17650,2008,84,3,1,0,3,0,1,Y,N,,17652,33739,0,P I F,0,20000,10000,0,0,0.5,2520,20172,0
1,3074504010,WILDCAT EQUIPMENT COMPANY,95620,532412,14445,1999,60,1,2,0,0,1,1,0,Y,,14517,78800,0,P I F,0,86400,69120,1,0,0.8,1800,16317,0
1,3075065007,ARCO PROPERTIES INC,90503,531311,17654,2008,115,1,1,0,1,0,1,N,N,18313,17683,20000,0,CHGOFF,19694,20000,17000,0,0,0.85,3450,21133,1
1,3077075003,JOHN & ASSOCIATES,90029,531320,17657,2008,106,1,1,1,1,0,1,N,N,18773,17683,12500,0,CHGOFF,11739,12500,10625,0,0,0.85,3180,20863,1
1,3079486008,FIVE COUNTY APPRAISALS,95695,531320,17498,2008,51,1,1,0,1,1,2,Y,N,18574,17531,46482,0,CHGOFF,16463,36000,18000,0,0,0.5,1530,19061,1
0,3080964004,PERFORMANCE REALTY & NATY ALVA,92345,531210,14447,1999,300,11,1,3,0,1,1,0,N,,14487,212400,0,P I F,0,212400,159300,0,1,0.75,9000,23487,0
1,3083695008,FAIREDAY LLC,95123,531210,17660,2008,120,2,2,7,2,0,1,N,N,,17683,12500,0,P I F,0,12500,10625,1,0,0.85,3600,21283,0
0,3084014009,LOS ANGELES RENT-A-CAR INC,90045,532111,14448,1999,300,12,1,4,8,1,1,0,N,,14487,405000,0,P I F,0,405000,303750,0,1,0.75,9000,23487,0
0,3085914010,GIANT VIDEO INC,90006,532230,14452,1999,300,30,1,5,30,1,1,0,N,,14487,297000,0,P I F,0,297000,222750,0,1,0.75,9000,23487,0
0,3085964003,LAUNDERLAND TELEGRAPH,94609,532112,14452,1999,120,3,1,0,2,1,1,0,N,,14487,180000,0,P I F,0,180000,135000,0,0,0.75,3600,18087,0
0,3088836008,PACIFIC SHORES FINANCIAL,92109,531110,17506,2008,84,6,1,1,6,1,1,Y,N,,17531,37725,0,P I F,0,30000,15000,0,0,0.5,2520,20051,0
0,3092596000,"TRINITY COMMERCIAL GROUP, INC",91361,531312,17507,2008,240,3,1,2,3,1,1,0,N,,17694,364000,0,P I F,0,364000,364000,0,1,1,7200,24894,0
1,3094675008,Asher Dann & Associates Inc,90210,531311,17668,2008,84,14,1,0,14,0,1,Y,N,,17683,83943,0,P I F,0,30000,15000,0,0,0.5,2520,20203,0
0,3095626002,CENTURION APPRAISALS,95482,531311,17512,2008,66,2,1,35,2,1,2,Y,N,18292,17531,53371,0,CHGOFF,22050,24000,12000,0,0,0.5,1980,19511,1
0,3101146008,THE GREENWALT CO,91710,531120,17517,2008,240,18,1,1,0,1,1,0,N,,17603,365000,0,P I F,0,365000,365000,0,1,1,7200,24803,0
1,3101856009,THE PRINCE BUSINESS GROUP INC,91730,531311,17518,2008,35,4,1,0,4,1,1,Y,N,19050,17531,79937,0,CHGOFF,27181,30000,15000,0,0,0.5,1050,18581,1
0,3103024008,IVY INTERNATIONAL VENTURES,94109,531210,14460,1999,21,2,1,2,2,1,1,Y,N,15700,14548,15000,0,CHGOFF,13333,15000,7500,0,0,0.5,630,15178,1
1,3110705005,Seroj Mesropian Eagles,91042,531210,17685,2008,37,2,1,2,2,0,1,N,N,19190,17713,20000,0,CHGOFF,12035,20000,17000,0,0,0.85,1110,18823,1
0,3119186007,AMERICAN RENT ALL,91206,532299,17538,2008,84,15,1,2,2,1,1,Y,N,,18048,7500,0,P I F,0,5000,2500,0,0,0.5,2520,20568,0
0,3121176003,AMERICAN RENT ALL,91206,532299,17539,2008,120,15,1,2,2,1,1,0,N,,17562,910000,0,P I F,0,910000,682500,0,0,0.75,3600,21162,0
0,3129036001,G & G PROPERTIES,95926,531110,17545,2008,84,3,1,3,6,1,1,Y,N,,17562,123799,0,P I F,0,50000,25000,0,0,0.5,2520,20082,0
0,3129254005,CHAMPION AUTO RENTAL OF COSTA,92707,532111,14474,1999,300,10,1,0,10,1,1,0,N,,14517,526500,0,P I F,0,526500,394875,0,1,0.75,9000,23517,0
0,3140085010,"Top Dog Rentals, Inc.",92101,532292,17709,2008,63,1,2,2,1,0,1,N,N,18505,17744,25000,0,CHGOFF,22206,25000,21250,1,0,0.85,1890,19634,1
1,3142404007,HARMAN REALTORS INC,92037,531120,14482,1999,301,6,1,6,6,1,1,0,N,,14517,708000,0,P I F,0,708000,531000,0,1,0.75,9030,23547,0
1,3148736005,PROGRESSIVE APPRAISAL INC,91355,531320,17562,2008,240,5,1,1,5,1,1,0,N,,17638,165000,0,P I F,0,165000,165000,0,1,1,7200,24838,0
1,3150435001,ROYAL OAKS PROPERTIES,90211,531311,17721,2008,114,2,1,1,2,0,1,N,N,18318,17744,10000,0,P I F,9932,10000,8500,0,0,0.85,3420,21164,0
0,3151956002,BUNCH CORPORATION,85008,531311,17567,2008,120,5,1,0,5,1,1,0,N,,17591,575000,0,P I F,0,575000,431250,0,0,0.75,3600,21191,0
1,3155295006,Option One Appraisal Services,92683,531320,17727,2008,84,5,1,0,5,0,1,Y,N,,17836,151463,0,P I F,0,100000,50000,0,0,0.5,2520,20356,0
1,3155526010,"Little Italy Center, LLC a Cal",92056,531210,17569,2008,240,3,1,1,3,1,1,0,N,,17757,296000,0,P I F,0,296000,296000,0,1,1,7200,24957,0
0,3161375002,"PHD Group, LLC",92003,531390,17731,2008,84,2,2,0,2,0,1,N,N,,17744,308500,0,P I F,0,308500,231375,1,0,0.75,2520,20264,0
1,3162145005,"Eski Enterprises, Llc",91602,532420,17734,2008,55,2,1,1,2,0,1,N,N,18674,17775,5000,0,CHGOFF,4149,5000,4250,0,0,0.85,1650,19425,1
0,3178084009,Young M Chu,94115,532230,14501,1999,300,4,2,4,4,1,1,0,N,,14548,450000,0,P I F,0,450000,337500,1,1,0.75,9000,23548,0
1,3179396002,MEDIA GRAPHICS & LITHO INC,91761,532490,17590,2008,240,4,1,8,4,1,1,0,N,,17666,820000,0,P I F,0,820000,820000,0,1,1,7200,24866,0
0,3183546002,CENTURY 21 LANDMARK EXCELLENCE,94612,531210,17595,2008,93,49,1,0,20,1,1,0,N,19892,17622,150000,0,CHGOFF,135645,150000,127500,0,0,0.85,2790,20412,1
1,3191624010,VIDEO GALAXY,95842,532230,14508,1999,93,3,2,0,0,1,1,0,Y,15509,14578,65000,0,CHGOFF,63024,65000,52000,1,0,0.8,2790,17368,1
0,3195934006,20/20 VIDEO & BASKIN ROBBINS,91423,532230,14510,1999,120,16,1,0,0,1,1,N,N,,14609,320000,0,P I F,0,320000,240000,0,0,0.75,3600,18209,0
1,3198954007,"PANTIC, INC",93706,532111,14511,1999,300,3,1,0,0,1,1,N,N,,14578,38000,0,P I F,0,38000,30400,0,1,0.8,9000,23578,0
0,3205104009,ITS MOVIE TIME,93449,532230,14514,1999,56,1,1,3,1,1,1,0,N,15586,14548,95000,0,CHGOFF,72182,95000,76000,0,0,0.8,1680,16228,1
1,3217826002,BLUE WATER PARTY RENTALS,94080,532299,17630,2008,143,20,1,10,20,1,1,0,N,,17652,639400,0,P I F,0,639400,479550,0,0,0.75,4290,21942,0
1,3217956006,"RECTOR EQUIPMENT RENTALS, INC.",92020,532412,17630,2008,102,12,1,0,12,1,1,0,N,18696,17652,1375000,0,CHGOFF,573429,1375000,1031250,0,0,0.75,3060,20712,1
0,3232176006,ZAHAVA GROUP INC,92154,531190,17644,2008,240,20,1,10,20,1,1,0,N,,17967,1682000,0,P I F,0,1682000,1682000,0,1,1,7200,25167,0
1,3234444005,VALLEY VIDEO,96022,532230,14524,2000,300,4,1,4,4,1,1,0,N,,14548,180000,0,P I F,0,180000,135000,0,1,0.75,9000,23548,0
1,3237306007,POWER IN MOTION INC,93063,532490,17647,2008,240,5,1,1,5,1,1,0,N,,17729,658000,0,P I F,0,658000,658000,0,1,1,7200,24929,0
0,3246744009,"PACIFIC EXECUTIVES, INC.",92504,531110,14529,2000,240,102,1,23,102,1,1,N,N,,14992,771000,0,P I F,0,771000,771000,0,1,1,7200,22192,0
1,3247966010,MacIver Corporation,90028,532310,17660,2008,120,12,1,0,12,1,1,0,N,,17683,750000,0,P I F,0,750000,562500,0,0,0.75,3600,21283,0
0,3249886003,GROVER BEACH MOTORSPORTS,93433,532292,17661,2008,36,15,1,0,15,1,2,0,N,,17683,50000,0,P I F,0,50000,25000,0,0,0.5,1080,18763,0
0,3250256010,SOUTHERN CALIFORNIA HOME LOAN,90605,531210,17661,2008,46,7,1,2,2,1,1,Y,N,18953,17713,200000,0,CHGOFF,92701,100000,50000,0,0,0.5,1380,19093,1
1,3251605003,I.CAN.D,90066,532210,17833,2009,84,1,1,0,1,0,1,Y,N,,17897,50000,0,P I F,0,25000,12500,0,0,0.5,2520,20417,0
0,3253785004,E & M FREEDOM ENTERPRISES INC,90731,531312,17835,2009,63,2,1,0,2,0,1,Y,N,18598,17928,60858,0,CHGOFF,21398,25000,12500,0,0,0.5,1890,19818,1
0,3258425000,SOUTHWEST COAST CONSTRUCTION I,95136,531312,17841,2009,120,2,2,4,2,0,1,N,N,,17866,10000,0,P I F,0,10000,8500,1,0,0.85,3600,21466,0
1,3278285003,"Andrew P. Kurtz and KDME, Inc.",92109,532292,17870,2009,108,20,1,0,20,0,1,N,N,,17897,2000000,0,P I F,0,2000000,1500000,0,0,0.75,3240,21137,0
0,3283646005,SKILLET TRUCKING LLC,91321,532120,17699,2008,60,1,2,3,2,1,1,0,N,,17713,130000,0,P I F,0,130000,65000,1,0,0.5,1800,19513,0
1,3291005005,MONUMENTAL REALTY AND LENDING,93551,531210,17889,2009,92,2,1,2,2,0,1,N,N,18990,17897,7500,0,CHGOFF,6525,7500,6375,0,0,0.85,2760,20657,1
1,3295286001,INNOVISION MEDIA GROUP,90755,532210,17708,2008,84,9,1,2,7,1,1,0,N,,17744,460000,0,P I F,0,460000,345000,0,0,0.75,2520,20264,0
1,3308865002,"SEPIA FINANCIAL SERVICES, INC.",92648,531390,17924,2009,82,1,1,0,1,0,1,N,S,19142,17928,7500,0,CHGOFF,5833,7500,6375,0,0,0.85,2460,20388,1
0,3322135002,ESCROW L.A. INC,90272,531390,17946,2009,120,3,1,0,3,0,1,N,N,,17956,5000,0,P I F,0,5000,4250,0,0,0.85,3600,21556,0
1,3323714005,GEORGE M GRAUER AND DIANE I ED,91941,531190,14545,2000,300,2,1,0,2,1,1,0,N,,14609,266400,0,P I F,0,266400,199800,0,1,0.75,9000,23609,0
1,3324796001,KAVILOAZ INC. dba.  PRESTIGE P,91914,531210,17724,2008,289,1,1,1,1,1,1,0,N,19857,17744,479000,0,CHGOFF,237180,479000,359250,0,1,0.75,8670,26414,1
1,3331915002,VIDEO 2000,95127,532230,17959,2009,73,2,1,0,2,0,1,N,N,18351,17987,25000,0,CHGOFF,23426,25000,21250,0,0,0.85,2190,20177,1
0,3334525009,VIDEO WORLD,94044,532230,17962,2009,84,2,1,1,2,0,1,N,N,,17987,25000,0,P I F,0,25000,21250,0,0,0.85,2520,20507,0
1,3336315009,"LAWRENCE REAL ESTATE, INC",95356,531210,17966,2009,56,1,1,0,1,0,1,Y,N,18854,17987,32375,0,CHGOFF,9733,10000,5000,0,0,0.5,1680,19667,1
0,3336545008,GREEN BAND ENTERPRISES LLC,91750,531390,17966,2009,110,2,1,2,2,0,1,N,N,18814,17987,10000,0,CHGOFF,9645,10000,8500,0,0,0.85,3300,21287,1
0,3339514009,WILDCAT EQUIPMENT COMPANY,95620,532412,14550,2000,60,1,2,0,0,1,1,0,Y,,15065,52200,0,P I F,0,52200,41760,1,0,0.8,1800,16865,0
1,3340066005,MARET INTEREST INC A CALIFORNI,94401,531210,17731,2008,300,9,1,9,0,1,1,0,N,,17775,712700,0,P I F,0,712700,534525,0,1,0.75,9000,26775,0
1,3341084010,HOME FUNDERS FINANCIAL,94587,531210,14550,2000,300,10,1,6,16,1,1,0,N,,14578,427500,0,P I F,0,427500,320625,0,1,0.75,9000,23578,0
1,3341174002,VIDEO CHANNEL AND PERFECT TRAD,90026,532230,14550,2000,120,1,1,2,1,1,1,0,N,,14640,200000,0,P I F,0,200000,150000,0,0,0.75,3600,18240,0
0,3341713002,SPOTLIGHT VIDEO,92683,532230,10554,1989,120,4,1,0,0,0,0,N,N,,10623,80000,0,P I F,0,80000,70240,0,0,0.878,3600,14223,0
0,3347065001,A NEW BEGINNING INVESTMENTS IN,93060,531390,17976,2009,99,2,2,0,2,0,1,N,S,18773,17987,10000,0,CHGOFF,8933,10000,9000,1,0,0.9,2970,20957,1
0,3348006003,RICHARD A STRIBLING,91352,532490,17736,2008,240,1,1,1,0,1,1,0,N,,17792,215000,0,P I F,0,215000,215000,0,1,1,7200,24992,0
1,3371033000,JIMBO'S VIDEO #2,90222,532230,10611,1989,300,1,1,0,0,0,0,N,N,,10623,93000,0,P I F,0,93000,83700,0,1,0.9,9000,19623,0
1,3371065001,"PJBE NLRP, LLC",92024,531210,17995,2009,300,1,1,1,1,0,1,N,N,,18048,1665000,0,P I F,0,1665000,1498500,0,1,0.9,9000,27048,0
0,3377384008,CAR CAPITAL INC,92780,532112,14560,2000,60,1,1,0,1,1,1,Y,N,,14609,48270,0,P I F,0,25000,12500,0,0,0.5,1800,16409,0
0,3379455005,Nathaniel Genis and Donna Geni,92562,531210,18002,2009,300,4,1,0,4,0,1,N,N,,18048,285000,0,P I F,0,285000,256500,0,1,0.9,9000,27048,0
1,3384935001,"Pacific Post Rentals, Inc.",91201,532299,18004,2009,90,2,1,0,2,0,1,N,N,,18048,243000,0,P I F,0,243000,218700,0,0,0.9,2700,20748,0
1,3386416009,CONCRETE SOLUTIONS & SUPPLY,91362,532490,17757,2008,84,15,1,3,18,1,1,0,N,,17775,250000,0,P I F,0,250000,125000,0,0,0.5,2520,20295,0
1,3389905002,Valley Center Corporation,92082,532411,18009,2009,84,5,1,0,5,0,2,N,N,,18109,50000,0,P I F,0,50000,25000,0,0,0.5,2520,20629,0
0,3396193009,PREMIER VIDEO,92691,532230,10654,1989,120,10,2,0,0,0,0,N,N,,10712,252000,0,P I F,0,252000,214200,1,0,0.85,3600,14312,0
0,3396494001,VIDEO MARKET,90026,532230,14566,2000,300,18,1,0,0,1,1,N,N,,14609,255000,0,P I F,0,255000,191250,0,1,0.75,9000,23609,0
0,3405416005,"THE DAHM TEAM, INC.",92227,531210,17771,2008,46,3,1,3,3,1,2,T,N,19095,18263,200000,0,CHGOFF,183645,200000,100000,0,0,0.5,1380,19643,1
1,3406645010,STREET RODS & EXOTIC CAR RENTA,92688,532111,18021,2009,99,7,2,5,7,0,1,N,,18890,18048,7500,0,CHGOFF,6706,7500,6750,1,0,0.9,2970,21018,1
0,3407203006,GLITTER PHOTOGRAPHY INTERN.,93003,533110,10674,1989,120,4,1,0,0,0,0,N,N,,10804,85000,0,P I F,0,85000,63750,0,0,0.75,3600,14404,0
0,3416675001,Excel Equipment & Rental Inc.,92590,532120,18028,2009,120,24,1,24,24,0,1,N,N,,18078,936000,0,P I F,0,936000,842400,0,0,0.9,3600,21678,0
0,3416953010,VIDEO PLUS,90650,532230,10687,1989,84,3,1,0,0,0,0,N,N,,10804,50000,0,P I F,0,60000,45000,0,0,0.75,2520,13324,0
0,3420716010,"HEALSTONE PROPERTY MANAGEMENT,",90802,531311,17785,2008,92,40,1,10,30,1,1,0,N,18697,17805,235000,0,CHGOFF,211800,235000,176250,0,0,0.75,2760,20565,1
0,3421553002,MOVIES INTERNATIONAL II,93701,532230,10693,1989,216,4,1,0,0,0,0,N,N,,10712,115000,0,P I F,0,115000,86250,0,0,0.75,6480,17192,0
1,3423625006,KAYSHA APPRAISAL,91356,531320,18032,2009,64,1,1,0,1,0,1,N,N,18704,18048,25000,0,CHGOFF,22990,25000,22500,0,0,0.9,1920,19968,1
1,3428834002,"KEYSTONE ESCROW, INC.&MIRANDA",91932,531210,14579,2000,120,5,1,0,0,1,1,N,N,,14609,125000,0,P I F,0,125000,93750,0,0,0.75,3600,18209,0
0,3434656006,"RMJ & PARTNERS, INC.",91355,531390,17798,2008,240,4,1,6,0,1,1,0,N,,17911,803000,0,P I F,0,803000,803000,0,1,1,7200,25111,0
1,3439963005,HODGE TRUCKING,95525,532120,10722,1989,24,3,1,0,0,0,0,N,N,,10804,49500,0,P I F,0,49500,44550,0,0,0.9,720,11524,0
1,3444925001,Central Valley Property Manage,95382,531311,18049,2009,84,7,1,0,7,0,2,Y,N,,18109,50570,0,P I F,0,30000,15000,0,0,0.5,2520,20629,0
1,3446483001,VIDEO BOX OFFICE,95066,532230,10734,1989,96,10,1,0,0,0,0,N,N,,10804,50000,0,P I F,0,50000,45000,0,0,0.9,2880,13684,0
0,3456403003,WEST COAST VIDEO,92064,532230,10750,1989,120,1,2,0,0,88407,0,N,N,,10896,250000,0,P I F,0,250000,212500,1,0,0.85,3600,14496,0
1,3461963001,A ROBIN HOOD RENT-A-CAR,90745,532112,10759,1989,300,12,1,0,0,0,0,N,N,,10896,212000,0,P I F,0,212000,180200,0,1,0.85,9000,19896,0
1,3467915001,Urban Homes and Investments In,92101,531210,18064,2009,84,1,1,2,3,0,1,Y,N,,18078,122049,0,P I F,0,50000,25000,0,0,0.5,2520,20598,0
0,3478233001,MR. VIDEO,95825,532230,10785,1989,84,10,2,0,0,0,0,N,N,,10804,200000,0,P I F,0,200000,170000,1,0,0.85,2520,13324,0
1,3483623005,"ON LINE VIDEO, INC",92227,532230,10791,1989,240,16,1,0,0,0,0,N,N,,10988,171000,0,P I F,0,171000,128250,0,1,0.75,7200,18188,0
1,3503115006,RAFAEL MKRTCHYAN,91606,532230,18085,2009,102,2,1,1,2,0,1,N,N,18841,18109,10000,0,CHGOFF,9057,10000,9000,0,0,0.9,3060,21169,1
1,3529585005,Gateway Opportunities LLC,92114,531311,18099,2009,120,2,2,5,2,0,1,N,N,,18109,10000,0,P I F,0,10000,9000,1,0,0.9,3600,21709,0
1,3536773009,HOME VIDEO PLUS,95404,532230,10857,1989,84,27,1,0,0,1,0,N,N,,10896,125000,0,P I F,0,125000,112500,0,0,0.9,2520,13416,0
1,3539624001,VIDEO WORLD OF ALPINE,91901,532230,14627,2000,240,2,1,6,6,1,1,N,N,,14775,180000,0,P I F,0,180000,180000,0,1,1,7200,21975,0
0,3549373006,CALIFORNIA AJAX-RENT-A-CAR,90211,532112,10871,1990,120,7,1,0,0,1,0,N,N,,10988,550000,0,P I F,0,550000,465850,0,0,0.847,3600,14588,0
0,3560933009,WEST COAST VIDEO OF DANA POINT,92675,532230,10889,1990,155,12,2,0,0,1,0,N,N,,10988,230000,0,P I F,0,230000,195500,1,0,0.85,4650,15638,0
0,3565363003,U-SAVE AUTO RENTAL,90301,532112,10892,1990,240,1,1,0,0,1,0,N,N,,10988,270000,0,P I F,0,270000,229500,0,1,0.85,7200,18188,0
0,3573575010,"AAA PROPERTY MANAGEMENT, INC",95661,531311,18122,2009,94,2,1,4,2,0,1,N,N,19150,18202,435000,0,CHGOFF,398632,435000,391500,0,0,0.9,2820,21022,1
0,3576054006,TYE DYE VIDEO,96093,532230,14648,2000,120,2,1,2,2,1,2,0,N,,14669,138000,0,P I F,0,138000,103500,0,0,0.75,3600,18269,0
0,3577605003,TM Motion Picture Equipment Re,91502,532490,18126,2009,120,23,1,0,22,0,1,N,N,,18170,1500000,0,P I F,0,1500000,1350000,0,0,0.9,3600,21770,0
0,3577863008,HUYNH'S VIDEO & GIFT,95120,532230,10903,1990,300,1,2,0,0,1,0,N,N,,10988,120000,0,P I F,0,120000,108000,1,1,0.9,9000,19988,0
1,3588023009,LASER LAND,95129,532230,10909,1990,84,3,2,0,0,1,0,N,N,,10988,115000,0,P I F,0,115000,103500,1,0,0.9,2520,13508,0
1,3594804010,THOMAS ASSOCIATES,93003,531210,14658,2000,300,6,1,6,6,1,1,0,N,,14700,348000,0,P I F,0,348000,261000,0,1,0.75,9000,23700,0
1,3606924009,PRUDENTIAL CALIFORNIA REALTY,92865,531210,14669,2000,240,3,1,3,3,67219,1,N,N,,14775,723000,0,P I F,0,750000,750000,0,1,1,7200,21975,0
0,3610274007,VIDEO OUTLET,90278,532230,14670,2000,110,5,1,0,5,1,1,0,N,15078,14700,65000,0,CHGOFF,62767,65000,52000,0,0,0.8,3300,18000,1
0,3617443006,IN N OUT VIDEO,92707,532230,10923,1990,84,4,2,0,0,1,0,N,N,,10988,80000,0,P I F,0,80000,72000,1,0,0.9,2520,13508,0
1,3620504008,VIDEO KAMRON,94925,532230,14676,2000,300,3,1,0,0,1,1,N,N,,14730,480000,0,P I F,0,480000,360000,0,1,0.75,9000,23730,0
0,3622955003,XIAN R SONG,94401,531390,18149,2009,109,1,1,0,1,0,1,N,N,18840,18170,7500,0,CHGOFF,7277,7500,6750,0,0,0.9,3270,21440,1
0,3633394000,COAST & COUNTY REAL ESTATE,92054,531210,14683,2000,52,6,1,0,6,1,1,0,N,15701,14700,125000,0,CHGOFF,103524,125000,93750,0,0,0.75,1560,16260,1
1,3634704010,VALLEY RENTS AND READY MIX,95661,532490,14683,2000,60,8,1,2,8,1,1,Y,N,,14730,75000,0,P I F,0,75000,37500,0,0,0.5,1800,16530,0
0,3635845004,VIDEO FACTORY,94501,532230,18156,2009,84,3,1,0,3,0,1,N,N,,18170,25000,0,P I F,0,25000,22500,0,0,0.9,2520,20690,0
1,3637866010,INNOVISION MEDIA GROUP,90744,532210,17890,2009,84,4,1,1,4,1,1,0,N,,17928,200000,0,P I F,0,200000,150000,0,0,0.75,2520,20448,0
1,3639493000,MAACO AUTO PAINTING & BODYWORK,92408,533110,10931,1990,120,6,2,0,0,49952,0,N,N,,11077,90000,0,P I F,0,90000,81000,1,0,0.9,3600,14677,0
0,3645504004,TM MOTION PICTURE EQUIPMENT RE,91605,532490,14689,2000,120,10,1,0,10,1,1,0,N,,14700,200000,0,P I F,0,200000,150000,0,0,0.75,3600,18300,0
0,3662833004,VIDEO R US II,92020,532230,10940,1990,300,5,2,0,0,1,0,N,N,,10988,100000,0,P I F,0,100000,90000,1,1,0.9,9000,19988,0
1,3667935001,"ROBERT J. HARMAN, INC. (OC)",92037,531390,18170,2009,300,8,1,2,8,0,1,N,N,,18171,1556000,0,P I F,0,1556000,1400400,0,1,0.9,9000,27171,0
1,3674375008,Kinetic Lighting Inc,91352,532490,18172,2010,120,36,1,4,0,0,1,N,N,,18322,504000,0,P I F,0,504000,453600,0,0,0.9,3600,21922,0
1,3674485006,Morrow Enterprises LLC,90266,531120,18172,2010,300,4,1,0,4,0,1,N,N,,18263,872400,0,P I F,0,900000,810000,0,1,0.9,9000,27263,0
1,3685063001,LEADER VIDEO NETWORK 351,91752,532230,10947,1990,120,1,1,0,0,1,0,N,N,,10988,60000,0,P I F,0,60000,54000,0,0,0.9,3600,14588,0
0,3685855005,"JANICE FASHION, INC.",90007,531120,18178,2010,300,5,1,2,7,0,1,N,N,,18178,580000,0,P I F,0,580000,522000,0,1,0.9,9000,27178,0
1,3686874006,QUINTERO REAL ESTATE,95076,531210,14711,2000,288,1,1,0,1,1,1,0,N,,14730,225000,0,P I F,0,225000,168750,0,1,0.75,8640,23370,0
0,3691954000,REALTY WORLD REAL ESTATE PROFE,93638,531210,14713,2000,84,5,1,3,5,68905,2,0,N,,14761,40000,0,P I F,0,40000,32000,0,0,0.8,2520,17281,0
0,3692764004,ESCROW TRANSFERS INC,92008,531210,14713,2000,306,13,1,12,13,1,1,0,N,,14853,1000000,0,P I F,0,1000000,750000,0,1,0.75,9180,24033,0
0,3700544009,HOLLYWOOD PARTY RENTALS,90302,532490,14719,2000,84,55,1,10,55,1,1,0,N,,14791,250000,0,P I F,0,250000,187500,0,0,0.75,2520,17311,0
0,3707624001,HOME CARE SERVICE SPECIALIST I,91203,532490,14721,2000,240,13,1,0,0,1,1,N,N,,14761,574000,0,P I F,0,574000,430500,0,1,0.75,7200,21961,0
