recordid,customer_id,account_length,area_code,international_plan,total_intl_minutes,total_intl_calls,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes_2,total_intl_calls_2,total_intl_charge,number_customer_service_calls,churn
5914,67702712,50,408,false,10.6,4,true,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,false
5915,16550873,179,510,false,10.5,4,false,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,true
5916,25517681,152,408,false,7.5,3,false,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,false
5917,29671229,105,415,false,13.2,5,false,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,false
5918,54606181,72,415,false,8.3,6,false,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,false
5919,22406136,52,408,false,5.2,2,false,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,false
5920,486548,125,415,false,11.0,4,false,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,false
5921,59046615,143,510,false,9.2,2,false,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,false
5922,22143622,65,415,false,4.4,14,false,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,false
5923,38321675,80,415,false,9.3,5,false,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,false
5924,38347902,1,415,false,13.8,3,false,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,false
5925,5088414,60,408,false,7.9,4,false,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,false
5926,285622072,43,415,false,10.8,2,false,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,false
5927,7911837,143,415,false,14.0,6,false,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,false
5928,77135960,81,415,false,11.4,5,true,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,false
5929,22966592,205,510,false,7.8,5,true,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,false
5930,53384533,24,415,false,6.6,5,false,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,false
5931,38327409,74,415,false,9.8,4,false,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,false
5932,31732589,77,510,false,12.0,2,false,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,false
5933,79217345,74,415,false,10.0,2,false,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,false
5934,28964575,74,510,true,14.1,4,false,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,true
5935,23949993,200,408,false,11.2,2,false,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,false
5936,1152354,86,408,false,13.0,3,false,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,false
5937,24206906,91,510,false,9.2,4,true,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,false
5938,24087934,76,415,false,6.7,2,false,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,false
5939,28784130,130,415,false,14.3,2,false,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,false
5940,55253959,56,408,false,11.9,8,false,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,false
5941,302113055,117,415,false,15.5,4,false,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,false
5942,59277624,63,510,false,6.5,5,false,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,false
5943,59777987,126,415,false,6.4,2,false,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,false
5944,7106875,132,510,false,12.6,2,false,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,false
5945,24322950,81,415,false,9.2,6,true,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,true
5946,22308662,122,415,false,11.5,6,false,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,false
5947,34496497,46,408,false,13.4,5,false,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,true
5948,57827420,150,415,false,11.0,4,true,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,false
5949,50329374,99,408,false,8.4,3,false,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,false
5950,27428887,87,408,false,11.0,3,false,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,false
5951,27260066,108,415,false,7.9,3,false,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,false
5952,23775695,101,415,false,11.6,2,false,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,false
5953,940551,53,415,false,10.7,2,false,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,false
5954,53351789,132,415,false,8.6,3,true,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,false
5955,29252251,158,510,false,8.6,8,false,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,false
5956,57293979,114,415,false,10.3,5,true,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,false
5957,32031304,77,415,false,7.1,3,true,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,false
5958,25773698,144,415,true,9.4,15,false,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,false
5959,54034376,91,510,false,12.3,3,true,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,false
5960,17247966,58,408,false,12.8,5,false,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,false
5961,31201726,5,415,false,13.3,3,false,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,false
5962,24551178,97,408,false,4.2,3,false,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,false
5963,38683538,107,415,false,7.7,2,false,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,false
5964,59694315,142,415,false,10.8,5,true,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,false
5965,23578966,9,408,false,13.3,2,true,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,false
5966,307364158,73,415,false,12.2,4,false,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,false
5967,303662514,48,510,false,15.7,5,true,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,true
5968,12749115,43,408,false,9.2,3,false,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,false
5969,22536973,122,408,false,13.5,3,true,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,true
5970,313658841,93,415,false,8.8,4,false,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,false
5971,28657807,85,415,false,11.5,1,false,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,false
5972,591180,59,415,false,5.0,5,false,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,false
5973,52599727,87,415,false,11.8,3,false,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,false
5974,78263217,137,408,false,12.3,2,false,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,false
5975,68099654,21,510,false,9.5,7,true,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,false
5976,38350203,129,510,false,10.4,6,false,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,true
5977,38347084,104,415,false,13.0,6,false,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,false
5978,23880008,93,408,false,11.8,2,true,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,true
5979,33849217,63,415,false,13.1,4,false,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,true
5980,50069228,161,415,false,7.8,5,false,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,false
5981,62892278,50,510,false,11.6,8,false,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,false
5982,58863325,103,408,false,6.9,4,true,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,false
5983,31435084,84,415,false,13.0,18,true,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,false
5984,59270132,92,510,false,9.0,4,false,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,false
5985,56143258,77,415,false,9.9,1,false,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,false
5986,55593479,64,415,true,13.3,9,false,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,true
5987,57965006,159,415,false,11.8,9,true,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,false
5988,51953800,110,415,true,8.3,2,true,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,true
5989,56581945,138,510,false,17.0,4,false,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,false
5990,57704165,178,408,false,13.6,3,false,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,false
5991,51288819,38,415,false,3.9,2,true,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,false
5992,40096224,50,415,false,7.9,2,true,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,false
5993,51801306,45,510,false,7.7,5,true,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,false
5994,56457542,70,510,false,9.6,2,false,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,false
5995,5522941,147,510,false,10.4,6,true,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,false
5996,24822454,94,510,false,7.5,5,false,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,false
5997,31416092,179,510,false,11.6,5,false,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,false
5998,52286192,116,415,false,11.3,3,false,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,false
5999,11228848,59,510,false,14.7,3,false,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,false
6000,2959807,165,415,false,7.9,3,false,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,false
6001,59175075,133,408,false,12.8,4,false,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,true
6002,58835653,140,415,false,8.4,4,false,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,false
6003,37620408,93,408,false,6.8,3,true,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,false
6004,32274219,52,510,false,8.2,3,true,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,false
6005,57931289,64,415,false,12.3,3,true,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,false
6006,52174893,12,510,true,9.8,4,false,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,false
6007,3569068,48,415,false,8.3,4,false,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,false
6008,313057275,181,408,false,6.0,7,false,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,false
6009,12577763,168,415,false,11.4,2,true,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,false
6010,24276628,155,415,false,11.3,3,false,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,false
6011,7847460,105,510,false,3.8,4,false,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,false
6012,14863773,11,415,false,9.7,6,false,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,false
6013,26016485,182,415,false,8.0,5,false,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,false
6014,51204113,104,415,false,13.1,5,false,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,false
6015,24304669,102,415,false,12.0,4,false,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,false
6016,32055600,122,415,false,11.9,2,false,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,false
6017,3141371,41,415,false,8.6,3,false,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,false
6018,58311309,132,415,false,9.1,4,false,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,false
6019,33223850,76,415,false,11.4,5,false,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,true
6020,24519068,13,415,false,11.3,3,false,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,false
6021,51891398,115,415,false,14.2,3,true,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,false
6022,59056556,67,408,false,8.4,12,false,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,false
6023,27365063,154,510,false,7.2,5,false,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,false
6024,31466212,100,510,false,7.8,8,false,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,false
6025,54090717,146,510,true,11.2,3,false,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,false
6026,25771601,148,415,false,12.3,1,true,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,false
6027,28084960,67,415,false,10.0,2,true,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,false
6028,30568547,161,510,true,12.9,1,false,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,true
6029,28645042,70,415,false,0.0,0,false,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,false
6030,7099286,116,510,false,16.5,5,false,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,false
6031,57344814,99,415,false,9.3,4,true,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,true
6032,41070632,87,415,false,5.3,9,false,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,false
6033,25291709,87,510,false,9.5,5,false,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,false
6034,24657710,70,408,false,10.6,6,false,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,false
6035,11493350,131,408,false,13.1,9,false,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,false
6036,413740,119,510,false,10.0,1,false,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,false
6037,56382674,119,408,false,12.0,2,true,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,false
6038,33379777,87,510,true,10.7,5,false,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,false
6039,58310681,112,415,false,14.1,3,false,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,true
6040,317882264,75,415,false,10.7,2,false,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,false
6041,23627102,150,510,false,9.2,5,false,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,false
6042,38336822,161,510,false,16.1,6,true,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,false
6043,32801706,91,510,true,9.9,3,true,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,false
6044,12631503,124,415,false,10.2,8,false,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,false
6045,12543039,94,510,true,7.2,4,false,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,false
6046,37592664,217,408,false,9.3,3,false,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,false
6047,51570745,158,510,false,6.4,5,false,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,false
6048,38326344,102,415,false,7.1,7,false,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,false
6049,25185224,85,510,false,7.7,3,false,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,false
6050,76803717,79,510,false,8.4,9,false,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,false
6051,56772577,139,510,false,12.9,10,true,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,false
6052,51515443,103,415,false,10.3,2,false,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,false
6053,55367452,98,415,true,7.7,9,false,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,false
6054,33358680,78,408,false,10.1,3,false,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,false
6055,55611362,50,408,false,8.7,3,false,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,false
6056,44713865,161,415,false,8.5,2,false,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,false
6057,38610150,67,408,false,7.0,3,false,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,false
6058,24271637,86,415,false,13.3,4,true,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,false
6059,54355557,92,510,false,8.6,6,false,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,false
6060,23587975,174,415,false,8.8,3,false,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,false
6061,37500345,124,510,false,15.3,3,false,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,false
6062,57171993,132,415,false,10.3,9,true,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,false
6063,43269372,190,415,false,9.9,3,true,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,false
6064,21358379,101,510,false,10.7,2,false,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,false
6065,56639685,185,415,true,12.9,3,true,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,false
6066,59089896,68,415,false,9.9,6,true,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,false
6067,59264788,117,510,false,11.8,4,true,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,false
6068,305887317,118,408,false,12.2,6,false,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,false
6069,33944398,124,415,false,10.3,5,false,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,false
6070,7538143,22,510,false,12.5,4,false,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,false
6071,52017480,75,415,false,11.9,9,false,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,false
6072,27456946,134,408,false,5.0,9,false,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,false
6073,771923,164,408,false,14.3,6,true,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,false
6074,57882847,44,510,false,7.6,4,false,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,false
6075,13799374,177,415,false,12.5,7,false,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,false
6076,25678095,110,408,false,8.9,8,false,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,false
6077,6861355,53,415,false,6.5,7,true,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,false
6078,50756253,108,415,false,15.4,4,false,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,true
6079,24029068,80,408,false,6.7,8,false,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,true
6080,24136566,158,408,false,8.2,3,false,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,false
6081,32148074,114,415,false,0.0,0,false,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,false
6082,33475716,64,408,false,7.5,2,true,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,false
6083,57973604,88,415,false,11.8,1,false,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,false
6084,54847215,82,510,true,12.4,6,false,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,false
6085,23778285,111,415,false,12.3,5,false,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,false
6086,52037405,60,408,false,12.4,4,false,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,false
6087,29301793,113,408,false,6.9,6,false,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,false
6088,37339777,109,408,false,8.2,4,false,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,false
6089,73597874,105,510,false,12.9,2,true,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,false
6090,51916765,85,510,false,13.3,4,false,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,false
6091,10609873,131,510,false,10.4,3,false,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,false
6092,56155351,59,510,false,10.0,3,false,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,false
6093,32272973,148,408,false,9.5,13,false,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,false
6094,28962520,210,408,false,6.5,8,false,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,false
6095,58907403,115,415,false,7.2,8,false,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,false
6096,24949968,106,510,false,6.0,3,false,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,false
6097,34455584,93,415,false,14.2,4,false,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,false
6098,10230043,57,415,false,13.0,2,true,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,false
6099,22805238,98,510,false,5.1,4,false,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,false
6100,55530901,157,415,false,2.2,4,false,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,false
6101,58867789,116,415,false,8.3,4,true,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,false
6102,3551140,30,510,false,9.1,4,false,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,false
6103,32072035,111,510,false,10.5,2,false,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,true
6104,53972741,52,415,false,12.2,6,false,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,false
6105,34031153,72,415,false,10.4,5,false,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,false
6106,17694274,135,510,false,12.9,4,true,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,true
6107,55290571,86,510,false,10.1,5,false,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,false
6108,32066250,98,415,false,12.8,7,true,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,false
6109,33457151,151,510,false,5.8,2,false,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,false
6110,17048059,118,415,false,7.9,1,false,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,false
6111,36021236,117,415,false,7.4,9,false,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,false
6112,22817415,55,510,false,17.1,6,false,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,false
6113,32364309,82,408,false,13.3,2,false,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,false
6114,31696941,152,415,false,10.6,4,false,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,false
6115,32340168,108,408,false,10.9,4,true,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,false
6116,58348137,98,408,false,12.5,7,false,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,true
6117,51358174,130,415,false,11.7,3,false,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,false
6118,29369907,136,408,true,11.8,7,false,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,false
6119,32368714,47,415,false,12.3,4,false,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,false
